0	1.26247	1
0.00333333	1.26247	1
0.00666667	1.26247	1
0.01	1.26247	1
0.0133333	1.26247	1
0.0166667	1.26954	1.01124
0.02	1.26247	1
0.0233333	1.26247	1
0.0266667	1.24618	0.974359
0.03	1.24618	0.974359
0.0333333	1.25316	0.985307
0.0366667	1.24618	0.974359
0.04	1.25316	0.985307
0.0433333	1.25316	0.985307
0.0466667	1.25316	0.985307
0.05	1.25316	0.985307
0.0533333	1.24618	0.974359
0.0566667	1.24618	0.974359
0.06	1.24618	0.974359
0.0633333	1.26247	1
0.0666667	1.26247	1
0.07	1.26247	1
0.0733333	1.26247	1
0.0766667	1.24618	0.974359
0.08	1.24618	0.974359
0.0833333	1.24618	0.974359
0.0866667	1.24618	0.974359
0.09	1.24618	0.974359
0.0933333	1.24618	0.974359
0.0966667	1.24618	0.974359
0.1	1.24618	0.974359
0.103333	1.24618	0.974359
0.106667	1.24618	0.974359
0.11	1.24618	0.974359
0.113333	1.24618	0.974359
0.116667	1.24618	0.974359
0.12	1.24618	0.974359
0.123333	1.24618	0.974359
0.126667	1.24618	0.974359
0.13	1.24618	0.974359
0.133333	1.24618	0.974359
0.136667	1.24618	0.974359
0.14	1.24618	0.974359
0.143333	1.24618	0.974359
0.146667	1.24618	0.974359
0.15	1.25316	0.985307
0.153333	1.24618	0.974359
0.156667	1.25316	0.985307
0.16	1.25316	0.985307
0.163333	1.25316	0.985307
0.166667	1.25316	0.985307
0.17	1.25316	0.985307
0.173333	1.25316	0.985307
0.176667	1.25316	0.985307
0.18	1.25316	0.985307
0.183333	1.25316	0.985307
0.186667	1.25316	0.985307
0.19	1.25316	0.985307
0.193333	1.25316	0.985307
0.196667	1.25316	0.985307
0.2	1.25316	0.985307
0.203333	1.25316	0.985307
0.206667	1.25316	0.985307
0.21	1.25316	0.985307
0.213333	1.25316	0.985307
0.216667	1.25316	0.985307
0.22	1.23656	0.959378
0.223333	1.25316	0.985307
0.226667	1.23656	0.959378
0.23	1.23656	0.959378
0.233333	1.23656	0.959378
0.236667	1.23656	0.959378
0.24	1.23656	0.959378
0.243333	1.23656	0.959378
0.246667	1.23656	0.959378
0.25	1.23656	0.959378
0.253333	1.24341	0.970037
0.256667	1.23656	0.959378
0.26	1.23656	0.959378
0.263333	1.23656	0.959378
0.266667	1.23656	0.959378
0.27	1.23656	0.959378
0.273333	1.24341	0.970037
0.276667	1.23656	0.959378
0.28	1.23656	0.959378
0.283333	1.24341	0.970037
0.286667	1.23656	0.959378
0.29	1.23656	0.959378
0.293333	1.23656	0.959378
0.296667	1.23656	0.959378
0.3	1.23656	0.959378
0.303333	1.23656	0.959378
0.306667	1.23656	0.959378
0.31	1.23656	0.959378
0.313333	1.23656	0.959378
0.316667	1.23656	0.959378
0.32	1.23656	0.959378
0.323333	1.23656	0.959378
0.326667	1.23656	0.959378
0.33	1.23656	0.959378
0.333333	1.23656	0.959378
0.336667	1.23656	0.959378
0.34	1.23656	0.959378
0.343333	1.23656	0.959378
0.346667	1.23656	0.959378
0.35	1.23656	0.959378
0.353333	1.23656	0.959378
0.356667	1.23656	0.959378
0.36	1.23656	0.959378
0.363333	1.23656	0.959378
0.366667	1.23656	0.959378
0.37	1.23656	0.959378
0.373333	1.23656	0.959378
0.376667	1.23656	0.959378
0.38	1.23656	0.959378
0.383333	1.23656	0.959378
0.386667	1.23656	0.959378
0.39	1.23656	0.959378
0.393333	1.23656	0.959378
0.396667	1.23656	0.959378
0.4	1.23656	0.959378
0.403333	1.23656	0.959378
0.406667	1.23656	0.959378
0.41	1.23656	0.959378
0.413333	1.23656	0.959378
0.416667	1.23656	0.959378
0.42	1.23656	0.959378
0.423333	1.24341	0.970037
0.426667	1.21974	0.933449
0.43	1.21974	0.933449
0.433333	1.23656	0.959378
0.436667	1.22649	0.94382
0.44	1.21974	0.933449
0.443333	1.21974	0.933449
0.446667	1.22649	0.94382
0.45	1.22649	0.94382
0.453333	1.21974	0.933449
0.456667	1.21974	0.933449
0.46	1.22649	0.94382
0.463333	1.22649	0.94382
0.466667	1.21974	0.933449
0.47	1.21974	0.933449
0.473333	1.22649	0.94382
0.476667	1.21974	0.933449
0.48	1.21974	0.933449
0.483333	1.21974	0.933449
0.486667	1.21974	0.933449
0.49	1.21974	0.933449
0.493333	1.21974	0.933449
0.496667	1.21974	0.933449
0.5	1.21974	0.933449
0.503333	1.21974	0.933449
0.506667	1.21974	0.933449
0.51	1.21974	0.933449
0.513333	1.21974	0.933449
0.516667	1.21974	0.933449
0.52	1.21974	0.933449
0.523333	1.21974	0.933449
0.526667	1.21974	0.933449
0.53	1.21974	0.933449
0.533333	1.21974	0.933449
0.536667	1.22649	0.94382
0.54	1.22649	0.94382
0.543333	1.22649	0.94382
0.546667	1.21974	0.933449
0.55	1.22649	0.94382
0.553333	1.22649	0.94382
0.556667	1.22649	0.94382
0.56	1.22649	0.94382
0.563333	1.22649	0.94382
0.566667	1.22649	0.94382
0.57	1.22649	0.94382
0.573333	1.22649	0.94382
0.576667	1.22649	0.94382
0.58	1.22649	0.94382
0.583333	1.22649	0.94382
0.586667	1.22649	0.94382
0.59	1.22649	0.94382
0.593333	1.22649	0.94382
0.596667	1.22649	0.94382
0.6	1.22649	0.94382
0.603333	1.22649	0.94382
0.606667	1.22649	0.94382
0.61	1.22649	0.94382
