0	1.98715	1
0.0333333	1.98891	1.00178
0.0666667	1.99747	1.01042
0.1	1.99747	1.01042
0.133333	2.00774	1.02083
0.166667	2.00774	1.02083
0.2	2.00774	1.02083
0.233333	2.00774	1.02083
0.266667	1.99914	1.01211
0.3	2.00931	1.02244
0.333333	2.01796	1.03125
0.366667	2.00774	1.02083
0.4	1.99914	1.01211
0.433333	2.00774	1.02083
0.466667	2.00774	1.02083
0.5	1.99914	1.01211
0.533333	1.99747	1.01042
0.566667	1.99747	1.01042
0.6	1.98891	1.00178
0.633333	1.99747	1.01042
0.666667	1.98891	1.00178
0.7	1.99747	1.01042
0.733333	1.98891	1.00178
0.766667	1.98891	1.00178
0.8	1.98891	1.00178
0.833333	1.98891	1.00178
0.866667	1.97864	0.991453
0.9	1.98715	1
0.933333	1.97864	0.991453
0.966667	1.98891	1.00178
1	1.98891	1.00178
1.03333	1.97864	0.991453
1.06667	1.97864	0.991453
1.1	1.97864	0.991453
1.13333	1.97864	0.991453
1.16667	1.98891	1.00178
1.2	1.97864	0.991453
1.23333	1.98891	1.00178
1.26667	1.98891	1.00178
1.3	1.98891	1.00178
1.33333	1.97864	0.991453
1.36667	1.97864	0.991453
1.4	1.97864	0.991453
1.43333	1.97864	0.991453
1.46667	1.97864	0.991453
1.5	1.97864	0.991453
1.53333	1.97864	0.991453
1.56667	1.97864	0.991453
1.6	1.97864	0.991453
1.63333	1.97864	0.991453
1.66667	1.9683	0.981125
1.7	1.9683	0.981125
1.73333	1.95792	0.970798
1.76667	1.94747	0.96047
1.8	1.93698	0.950142
1.83333	1.92642	0.939815
1.86667	1.92642	0.939815
1.9	1.91581	0.929487
1.93333	1.90513	0.91916
1.96667	1.8944	0.908832
2	1.88361	0.898504
2.03333	1.87275	0.888177
2.06667	1.86183	0.877849
2.1	1.86183	0.877849
2.13333	1.85084	0.867521
2.16667	1.83979	0.857194
2.2	1.82868	0.846866
2.23333	1.81749	0.836538
2.26667	1.80624	0.826211
2.3	1.80624	0.826211
2.33333	1.79491	0.815883
2.36667	1.78352	0.805556
2.4	1.77205	0.795228
2.43333	1.7605	0.7849
2.46667	1.7605	0.7849
2.5	1.74888	0.774573
2.53333	1.72541	0.753917
2.56667	1.72541	0.753917
2.6	1.71355	0.74359
2.63333	1.71355	0.74359
2.66667	1.68958	0.722934
2.7	1.67747	0.712607
2.73333	1.67747	0.712607
2.76667	1.66527	0.702279
2.8	1.65298	0.691952
2.83333	1.62812	0.671296
2.86667	1.62812	0.671296
2.9	1.61555	0.660969
2.93333	1.60288	0.650641
2.96667	1.59011	0.640313
3	1.59011	0.640313
3.03333	1.57723	0.629986
3.06667	1.56425	0.619658
3.1	1.55116	0.60933
3.13333	1.53796	0.599003
3.16667	1.52464	0.588675
3.2	1.5041	0.572917
3.23333	1.48398	0.557692
3.26667	1.48398	0.557692
3.3	1.49036	0.5625
3.33333	1.47017	0.547365
3.36667	1.45624	0.537037
3.4	1.4341	0.520833
3.43333	1.41969	0.510417
3.46667	1.40512	0.5
3.5	1.39041	0.489583
3.53333	1.36051	0.46875
3.56667	1.3453	0.458333
3.6	1.32993	0.447917
3.63333	1.32993	0.447917
3.66667	1.29863	0.427083
3.7	1.26656	0.40625
3.73333	1.25555	0.399217
3.76667	0.905258	0.207532
3.8	0.883441	0.19765
3.83333	0	0
3.86667	0	0
3.9	0	0
3.93333	0	0
3.96667	0	0
4	0	0
4.03333	0	0
4.06667	0	0
4.1	0	0
4.13333	0	0
